Author,Rating,Review
SGEGGbub,Rated 1 out of 5 stars,"Absolutely horrible support from Supercell. About a year ago they banned COC account for no reason, I contacted support and they just said ""disruptive behaviour"" even thought I hadn't played in months nor was in a clan. I asked why and they ghosted me. Same thing happened a year later, absolutely horrible company and it's a shame they own great games. I wish they sell them off to a better parent."
Thomas Apicerno,Rated 1 out of 5 stars,Sopport is horrible... They refuse to talk to you. Stay away... They are the worst support in the world
hos ker,Rated 1 out of 5 stars,"My maxed Th14 in Clash of Clans was locked out because someone tried to phis me. I bought the Gold Pass this month, and its now expiring and I’m missing Clan Games.It’s been 8 days since they locked it, I’ve given them everything they asked for to unlock my account. This support is fk!ng stupid. Complete waste of money and time."
Paul Ellison,Rated 1 out of 5 stars,"My account got blocked for security reasons. Since I created it a year ago I still had all the information, which I supplied. Even after this, they said there’s nothing they can do. I guess it was hacked and they gave the account to the hacker. I’ve never ever dealt with such incompetent, arrogant, and unprofessional amateurs like these people from “customer services”. My advice, stay away from all games Supercell."
customer,Rated 1 out of 5 stars,Purchased Farm Pass more than 36 hours ago. Did not receive in-app purchase. 14 days were left on FP. Contacted support. Still haven't heard from them. Now we are down to 13 days and counting! I've been cheated out of game play that I bought because they have yet to respond!
Modified_shark,Rated 1 out of 5 stars,This game use to be fun and entertaining but after they have added these broken characters that are not balanced at all it has made this game unplayable. How did you do this to this game. Stop introducing new cards and fix the ones in the game. The mega knight should not be as strong as it is but if you wanna make it that strong make it cost more elixir. It’s not that hard. Use your brains for once
Joseph Saavedra Monkey,Rated 1 out of 5 stars,Clash royale is a great game but the elixir is way to slow in a regular game.Also after three loss you can't play any more sucks but what sucks more is it cost 50 gems or the battle pass to play again.
Joshua,Rated 1 out of 5 stars,"After being dedicated to Clash of Clans for 9 years, my account was hacked and my clan was stolen. I believed that Supercell could assist me, so I contacted their support team. I was forced to use my alternate account, which was less valuable but that I still spent years building up. I was initially stuck in a loop with a chatbot that had no ability to direct me to a real person, so I had to tell them that I had a different issue. After finally getting in contact with a person, I explained my problem. The support agent, a grown adult with a job, began roleplaying as if they were a ""village chief"" who had been through a similar experience, but that they kept their chin up and restarted from scratch. Then they offered me a glimpse of real assistance by asking me for my account's ID, recently used devices, and purchase history. After giving them the requested information and 5 transaction IDs proving me as the owner of my account... they banned me. They banned me for ""account phishing attempts"" despite overwhelming proof that I was the owner, and warned me that ""further unsportsmanlike actions"" would result in a permanent ban."
Quin Sational,Rated 1 out of 5 stars,"Tried to recover my account. Code never gets sent to my email. customer service asks me questions I can't possibly remember. No one would remember. Years of progress down the drain because I forgot my password and they won't just email the recovery code to the attached email. If Supercell is reading this, Its not a tax return, its a freaking game."
William Batman,Rated 1 out of 5 stars,disgusting company. all i want is to recover my old account back. i get that phising is an issue but just deny the request if it seems suspicious. banning innocents is just ridiciculous. used to like the company not its just disgusting
Frank Tsai,Rated 1 out of 5 stars,"This company is sh*it, ban my account please and delete my profile in supercell id, I don't want to see any of this sh*it game anymore, even the company name is irritating to hear"
Fred Smith,Rated 1 out of 5 stars,"The quality and knowledge of the support staff is about as low as you can get. They allow hackers to phish accounts off them, and then when the rightful owner tries to recover the account, they ask questions designed to fail in most cases (since too much time has passed and the owner won't remember exact details) so that they can temp or perma-ban the rightful account owner."
Stephen Crowe,Rated 1 out of 5 stars,"I gave one star due to the fact giving zero is not an option.The so called tech ""sparky"" is clueless about customer support. This know nothing twit gets butthurt when he/she/it receives a little constructive criticism to help her/him with retrieving an account. COME ON SUPER CELL! Hire someone who doesn't live in the damn basement of their parents!"
r m,Rated 1 out of 5 stars,"You give their ‘customer support’ all the details they request and you simply get auto replies saying something does ‘not match.’Ask what so you can search for it and they say something does ‘not match their database’’…. Again ask what and they send another bot message ‘this item has already been resolved/answered, no more emails will be responded to and you may email about something else in the future.’As a parent trying to help their kid you would think they would offer assistance.  Supercell is now a money grab just mailing it in, take a kids money but offer no assistance with his getting back in.  Disgraceful company, pay them but realize they do not care.DO NOT WASTE YOUR TIME OR MONEY THEY ARE NOT ABOUT THE CONSUMER JUST THE PAYCHECKS.Still no action, they just do not care….SUPERCELL IS A POS COMPANY WITH ZERO REGARD FOR LOYAL PAYING PLAYERS, wish there was a review like this prior to our getting into it, would have saved the money an frustration.   Be proud of what you have become Supercell…. no wonder your revenue stream keeps taking hits and continually drops…"
Drew,Rated 1 out of 5 stars,Yeah the whole “we can’t do nothing if a clan member kicks everyone in your clan” is bad thing to teach children. It’s because they know it happens all the time because the clan dynamics are set up weird. It’s not that you can’t but that you won’t. Like they could easily monitor this by making a limit on coleaders kicking members or make it against the rules but no I think supercell actually supports griefing which is kinda sad coming from a mobile game built for youth. What kind of thing are they trying to teach these kids. Be as mean as you want to be because there is no consequences for your actions.
Araysh Inferno,Rated 3 out of 5 stars,I don't understand Supercell. The new update destroyed everything. Overall it's good but they seriously have to work on their programing so that you don't lose all of your data. It can be fun but at the same time annoying when it glitches.
Mist,Rated 1 out of 5 stars,So I get a 7 day ban for insulting a clan owner who disrepected me? Get lost I won't play your game ever again and will give you a nice 1 star rating with 10 other accounts on your play store app
Lisa Hunter,Rated 1 out of 5 stars,"Absolutely appalling, condescending awful company. No help & support at all. Your wasting your time. Avoid them at all costs?"
Bain,Rated 5 out of 5 stars,Thank you so much guys you were so helpful when I tried to get my account backThank you
Bryson Catmull,Rated 1 out of 5 stars,"If I could give negative stars I would. Clash Royale SuperCell team changed my name, Shagger, which I have had since beta to their generic name with no reasoning or contact attempted on their end for an explanation why. After I finally reached them through Help and Support in game, they told me I had violated their terms of service with the name being deemed inappropriate and that I was welcome to spend gems for a name change. I have been in this game since beta, easily have spent at least a couple hundred dollars, and they just close the conversation on me after I demanded a further explanation when they couldn't even tell me why the name was inappropriate to them, even though I've been using this handle for 16 years. They ignored me outright and gave no further explanation. I am so angry and irritated, and even more so that they can't even give me a free name change. BrawlStars did me dirty as well, but at least they gave me a free name change. So to the pieces of sub human filth on the Clash Royale SuperCell team, you are all worthless trash with the worst customer service I have ever experienced, especially having been loyal to the brand for as long as I've been. You should all be ashamed of what you do and do the industry a favor and just drop off the face of the earth you worthless trash."
Robert Featherby,Rated 1 out of 5 stars,"Do not let your children play these games.  They foster and promote the worst sportsmanship ever.  Customers exchange real world money to have a chance of being competitive, yet SuperSELL has the right to change the dynamics of the game regularly in order to make you uncompetitive and have to reinvest to stay ""competitive"".  The matchmaking is completely rigged and ends up in very one sided matches that cannot be won by one side or the other.  That means that it is not a game, mearly a process which customers go through in order to enable SuperSELL to take more money from them.  Id happily pay to play the game if it was the least bit skill oriented and not rigged.  And they will never ever ever delete your profile even when you go through the ""proper channels""   I see serious potential here for a class action lawsuit.  They sell yoi a product and keep changing it... criminal"
Jo Thamrin,Rated 1 out of 5 stars,"A ????? Company like ??, they ask what is ur first device playing this game,imagine playing this game from its release like ??? I always lend my account to a friend and u need to know what ur friend using, like??"
JAMES WADSWORTH,Rated 1 out of 5 stars,"Been playing clash for about 8 years. As soon as you have a problem Supercell really couldnt care less. Our clan was hacked. All supercell want is money, and DONT help.I really hope they now go bankrupt.Greedy, useless and dont give a toss.Would give zero stars if it were an option."
Rod Woodward,Rated 1 out of 5 stars,"I have been playing the game for years and now that i have something to ask for assistance on, the support is hideous! The assistance involves the community i am part of being targeted in an attempt to destroy the clans we have and i have evidence but they are not interested and have not looked into the collection of racism, online bullying and clan hijacking."
Thomas Wuensch,Rated 1 out of 5 stars,Worst game manager in the industry. Customer service is non existent. All they care about is how they can fleece their customers.
Max Power,Rated 1 out of 5 stars,"Pay to win, dopamine rapping scum is how I would describe Supercell.  There are so many negative reviews online. It's unreal.  If you're a parent, I highly recommend you keep your children away from this game. It's more addictive than some soft drugs.  Gives no value other than frustration.  Shame on you Supercell, shame on you."
Edison Ricord,Rated 1 out of 5 stars,"This is the most greedy company I have ever come across. They're also the biggest liars when it comes to how their servers for the games run, total frauds. Don't trust these evil capatilist sharks. They just want your money, and they know how to get it. Don't fall for their schemes."
Fue Yang,Rated 1 out of 5 stars,Customer service is trash. Banned me for trying to recover my account. I'll go waste my time elsewhere.
Machete Life,Rated 1 out of 5 stars,Dont like the fraudulent ways of grabbin all the attention from the real supersell You stole the idea and i wish we could get google etc notified and get Kalle the props he deserved
Casey O'Brien,Rated 1 out of 5 stars,"Worst experience ever, instead of helping to find a solution to my problem they automatically locked me out of my account for 31 days. These people are a bunch of hacks and apparently know absolutely nothing about how to do their job. Very terrible and frustrating experience"
Chad Stevens,Rated 1 out of 5 stars,You guys are  because you will not need the balloon
Wasim Wani,Rated 1 out of 5 stars,Money Minkers. They are real Momey minkers looting momey fromChildren they buy stuff from their games and then they block their accounts forcing them to open new accounts and cycle comtinues. Their games shld be banned i have written to Apple and Google about them. All of tou should write and get them banned..
PPMV,Rated 1 out of 5 stars,"I believe I have a bug where I cannot load into my village. I believe something happened during the recent server maintenance which is not Supercell's fault, bit everything afterwards has been horrendous.First, the layout of their in-game support. The support relies so heavily on the fact you can load into your village that there's nothing there to message them about. All of the subjects are about hacked accounts, which while this makes sense, I've done research to see I'm not the only one affected by this. So I cleared my data so I could load into a started village to message the people. Every single time I got in contact with somebody, the just wanted to transfer my Supercell ID email address which I attempted over and over to explain failed to work and was not the issue. But their mods Sara, Edwin, and the three other people I spoke to were useless in trying to fix the problem.Second, I had to send 3 different emails to them. The email on the store page for contact had a bit reply that essentially said they wouldn't respond and that wasn't the right address...okay, I thought to myself. A bit odd, but maybe it's changed. I then emailed the account where parents can report issues and got another bot message saying essentially the same thing. So I found one more address that I emailed and haven't heard from since. It's been weeks now and I have received no help whatsoever and I don't imagine I'll be compensated in any way once this is hopefully fixed in the next update as it seems to be a simple bug. If not, RIP my TH14 village..."
Ken Imes,Rated 1 out of 5 stars,SuperCell favors spammers over actual players of the game. Look elsewhere for a game developer. These people suck.
Joey Tombari,Rated 1 out of 5 stars,They deleted my account and stole my money.
Justin,Rated 1 out of 5 stars,"Horrible.  I provided everything needed to recover my Clash of Clans account.  I even went as far as providing them with the last four of my card that was used to make purchases for the game pass.  After trying to recover the account Several Times, they stopped responding to my emails.  This would not be such a big deal and this is my first ever negative written review, but I was a th13 going to 14 soon (I max everything out including walls before leveling up), so TIME and MONEY was put into the game.  To be treated like this is just incompetent and dumb, to say the least.  I wish I could rate this as a Zero star."
Josh,Rated 1 out of 5 stars,The servers for clash of clans is horrendous
Cain Turton,Rated 1 out of 5 stars,I lodged a recovery request with supercell as it had been a few years since I played clash of clans. Gave them ample proof for my identity and they basically threaten to perma ban me instead of helping. Stopped replying to my emails. I never leave reviews so for me to do this should show just how terrible the experience was. Be careful.
Andefinus,Rated 2 out of 5 stars,Every time where there is an Event in Clash Royal im always getting matched with enemies that have way too powerful cards that i cant even have at my level. ITS so unfair and you have to pay money to even have a chance of winning something. FIX YOUR MATCHMAKING SUPERCELL!
Jake Coconuticus,Rated 1 out of 5 stars,Will just permaban you without warning after you lodge a account recovery request
Greg Harburn,Rated 1 out of 5 stars,No response no matter what happens to your account. All these game companies are bad but these are probably the worst. Computer geeks never did have much human skills.until I got a refund from Google with in minutes they responded by saying they will and did remove things from my account. So they this is what happens when you give to much power to geeks with no human skills. Account don't work they won't respond get a refund they respond. I cant lie I would love to meet any of these people.
Scott,Rated 1 out of 5 stars,"Short and sweet!!! They take your money INSTANTLY.  Try to even have a question answered with help and support (total joke) they ask u a question and terminate the connection. You start all over again, same thing!   They will no delete your account upon request!!! They hold your personal and banking info hostage!!!!  Do not sign up!!!!!"
BenBottomfeeder,Rated 1 out of 5 stars,"Horrible company, only interested in taking all of your money for P2W mobile games that you can never actually win at if you're F2P."
Josh Gallagher,Rated 1 out of 5 stars,My family has three accounts through supercell for Clash of Clans my account my girlfriend's account in our 11 year old son account I do not know his information and he lost his account in trying to get it back babe and my girlfriend's account for 31 days and then insulted her by saying she was trying to steal an account in doing so we have gems that were bought we purchased a pass which we lost so we're out money and doing this and my 11 year old is Crush that we can no longer get his game back cuz he can't remember passwords being he's 11 years old there is no customer service and no customer support at all through this company and after they finally do get back in touch with you they are rude and they are not a helping at all in any situation that you've given even answering every question you possibly can maybe they should look at the credit card numbers used on the account and they would realize they are tied together and they have done us wrong I give them 0 Stars if it were possible
Theo Foltz,Rated 1 out of 5 stars,"Notice how there is no customer feedback from the ""developers"" they are garbage. They don't deserve to have any game out there. You have the lazy ones who don't care about spending money and blow it all on games with them. They manipulated it to where you need to pay in order to win. For instance I never payed for clash royal. Not supporting a game unless I play it. Garbage absolute garbage they act like we can't tell when you're fighting a joy to let you win in the beginning . You will fight a real person get smashed 3 times in a row and then you'll get a match up for teams that don't even attack. They need to fix the pairing aspect of the game to match the players level, unless you want the worst support from a company you will ever experience and a game that doesn't allow you to go far at all without putting money into it, stay far away from this company. They won't write back because they are cowards and know people will pay anyway so they won't do anything to help us out. I truly hate this company from the bottom of my heart and I hope they go bankrupt and lose everything. Either fix your game or delet it, if you are looking at reviews wondering if u want the game or , you don't, don't waste ur time."
Dan Griffin,Rated 1 out of 5 stars,Supercell is garbage. They pick and choose who to kick out of a closed clan game (clash of clans). If you swing one one they'll boot you. If you say the wrong thing they boot you. They do things that an actual company would be fined for. It crazy how san Francisco of all cities allows this type of business in their city. I hope everyone in the company gets diarrhea for life.
Kristiyan Sotirov,Rated 1 out of 5 stars,"🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕And by the way, I gave you 1 star on google play because I hate you. Suck a faaaat dick, suckes."
Saahil Doshi,Rated 1 out of 5 stars,I got banned for trying to get the unlock code for an account that was in my phone for 2 years even after I gave the supercell Id email a s information in the account to them. I don’t think they’re support us any idea what they’re doing.
Bunny Hop,Rated 1 out of 5 stars,Its just  sick this support is shitiest one they banned both my account just for recovering . They recovered my account but banned the other one
Bùi Ngọc Hà,Rated 1 out of 5 stars,Lost points for a Derby task on Hayday due to a bug that they already acknowledged. My clan’s effort was wiped and my reputation is badly damaged. If you can’t make it right just stop selling Farm Pass. Money lost can be compensated but when trust is gone it’s gone.
GG_Sniper,Rated 1 out of 5 stars,Nothing else needs to justify my argument besides the fact that whoever made the supercell games matchmaking has severe Down syndrome. (How do you expect me to beat a person with level 13 cards when mine are level 9? Or better yet attack/defend a town hall 11 when I’m town hall 9?)
MrBread,Rated 1 out of 5 stars,N/A
exogeneticveil,Rated 1 out of 5 stars,horrid support. worst support i have ever seen. so incompetent its honestly impressive. mojang with their 6 month wait time still managed to have better support than supercell which is just crazy to me. don't waste your time with this company.
Bruh,Rated 1 out of 5 stars,"I lost 2K gems to an actual bug (I didn’t play clash of clans the day due to my iPad being fixed as it had a broken screen and got factory reset and i apparently spent the 2K on gold, despite not receiving any gold) then blamed me and locked me out of my account. What even was that. (Note, I love the games and the company but they need to fire their customer support team)"
Sir Mighty,Rated 1 out of 5 stars,"My little brother accidentally bought $9 worth of gems on my maxed account using my credit card. I instantly requested a refund, didnt get my money back but got suspended with -524 negative gem balance. Contacted support twice via email and got no response at all, only automatic one with a questionnaire ""if I am happy with the support i got"""
M P,Rated 1 out of 5 stars,Dog sh*💩t. Don't try their games. You'll like it. Then you'll get f'ed up the A. Support? Worse than Cancer lol
YouTube Kacke,Rated 1 out of 5 stars,Killed low th pushing with the new update by putting inf on the worst donation ipn system that has been added imagine gatekeeping the level of troops ur cc level can get this gay ass company is a bunch of shts being EA on steroids
Tim Smith,Rated 1 out of 5 stars,Does appear that there’s suspicious activity going on ( most obvious in builder base ) when attacking Chinese players as last 3 attacks have all finished on 49%. Does appear to carry over into main base though with increasing frequency. Overall have always liked game but changes are happening.
Chick Bomb,Rated 2 out of 5 stars,"It's games are just too addictive. You want to make an addictive game? I get it, it's for income, ok fine. BUT WHY IS IT SO ADDICTIVE?! IT IS JUST TOO ADDICTIVE! My child says, if a game is just too much, like your games, they will just delete it. Because they lose interest when they keep losing. IT JUST SUCKS, OK? Work on your games. *My child plays Brawl Stars and he is quitting it. He just losses to many times and has lost interest in it.* Be grateful I gave you 2 stars"
Phillip M,Rated 1 out of 5 stars,"I lost access to an account that I had for a few years and spent thousands on. Contacted their support queue, provided all of the information receipts, list of devices i accessed the account with. They sent me to their technical team who then told me they didn't have enough info to continue and wouldn't tell me what they needed to process my request. Im a big fan of the game, but their inability to help customers in those situations is completely unprofessional and a turn off from supercell in general."
Giga Luarsabishvili,Rated 1 out of 5 stars,"Supercell should create a emote in clash royale that says ""pay to win"""
Sid,Rated 1 out of 5 stars,Every single one of their games are trashy micro-transaction cash grabs. No creativity from any of the teams. Horrible balancing in Clash Royale. Terrible luck-based loot system in Brawl Stars. The most vile company up there with EA
Marvellous magician,Rated 1 out of 5 stars,"Their game are pretty ridiculous. They are aiming to the kids weakness by creating cute character and skins, but the game itself ain't for kids. They are basically for 16+ or older.The game design for brawl stars are frustrating for most players such as the unfairness of game matching systems, power difference, brawlers counters. The game environment are mostly toxic than enjoying in most cases. The game maps are not logical and its 2+ minutes match are worst. Because it is 2 minutes, players will keep on playing that 2 minutes even they know they will lose at the end. It is more waste of time and get annoyed than to enjoy and have fun.People are easily get depression and lost temper. For this, players think they are getting challenge,but the game has a system to troll them. The game has a matchmaking system that either provide the high trophies opponents with counter pick or a extreme smart AI bot. Also, a red wifi delayed is also introduce for higher chance to lose."
Some guy,Rated 1 out of 5 stars,N/A
Parker Quigley Life Gamer,Rated 1 out of 5 stars,"Trash company who only cares about micro transactions. Got banned on my Mac account for trash talking, and it was a permanent offense. Took me 4 years and no purchases in game to get my account where it is. To just have it banned with nothing I can do. Terrible business model who focuses on new little kids buying stuff."
Håvard Daae Rognli,Rated 1 out of 5 stars,I've tried at least 20 times to get help with my daugthers farm on Hay Day.In order to access the farm I need to write in the verification code. This code was lost.For over 1 year -->ONE YEAR <-- I've written to Supercell to get help with this. It is beyond my understanding why sending me a new verification code could prove so difficult. HOW HARD COULD IT BE???Completely Useless organization!What kind of people work there?
nino luarsabishvili,Rated 1 out of 5 stars,If you pay you win. No decent matchmaking calculations 7 out of 10 games im facing opponents 1 to 2 levels stronger than me whole game is designed rip off people supercell is a scam with a license
Emily Niamh O'Brien,Rated 1 out of 5 stars,"Bought gems then the game glitched and spent them, contacted support and they said they never refund gems - clearly a scam going on."
TheSymptoms,Rated 1 out of 5 stars,"Greedy, backstabbing, and overall useless company who's only purpose is to trick it's users into spending money on their garbage games."
Versal Nabam,Rated 1 out of 5 stars,Supercell security id ..is the worse security system software ever created..In my opinion supercell itself do hacks COC accounts n other supercell games..and sell them to payees.Since invent of supercell security id..supercell game accounts begin to hack easily..unlike google play game security.So i recomend all gamers not to sign in with supercell security id..yours too account might be sold out..REMEMBER my dear gamer friends..thanks ..beware of supercell security.
isinalle,Rated 1 out of 5 stars,There seems to be no way of getting support. For all the billions of money poured in exchange is crap service. Support chat does not answer. There  seems to be no alternative way of contacting than in-game. Contacting is made unreasonably difficult.Do not use and connect with supercell id or you face downtime unable to get verification codes. Google play account connection works much better.I'd rather spend my hard earned money elsewhere.
Warwick,Rated 1 out of 5 stars,My sons account has been terminated after not remembering info from 6 years ago. All about the money.
Layla Nurma,Rated 5 out of 5 stars,Supercell sucks been a member for years and spent a tone of money lose your email they will lock you Out of your account and come up with some crap of suspicious activity  and steal your account steer clear warning!  They suck
Vanilla Lux,Rated 1 out of 5 stars,"Scammers, decievers, money hungry scumbags. I feel everything about this company has already been said."
Chutikan T,Rated 1 out of 5 stars,"Hate it, i play hay day more than 5 years , and its gone now."
Вячеслав Сенаторов,Rated 1 out of 5 stars,"The heartless and incompetent technical support, indifferent and greedy owners work in Supercell. When you need real help, none of them can do anything useful. I've been trying to restore access to my account for 4 days, and all I get in return is to look for data in the mail.  How the hell am I supposed to look for data in the mail if I wrote you that it has been lost a hundred times already?"
Bemcha Chanu,Rated 3 out of 5 stars,Dear sir/ ma'am Can you look after the clan wars and war leagues while giving the opponent. Always getting a higher level town hall. It will be good if you could  fix the problems
Thomas Shue,Rated 1 out of 5 stars,"I had to give them a star or I would have given them none their customer service is deplorable at best, they don’t care about your issues you’re having..they don’t even give you a proper response.  It seems that they are auto filled replies ( which take over an hr). They make you talk to several “representatives” just bots. To eventually get told we are working on the problem and nothing gets done at all.Avoid this company complete trash"
Arty,Rated 1 out of 5 stars,Retar.ded company with re.tard.ed devsThey don't do anything for a game and they only want moneyI hope they burn in hell.
Petru Șerban,Rated 1 out of 5 stars,"since the solo team has become a brawl obsession, the star only gets one star and that's not worth it either"
Mike Strilecki,Rated 1 out of 5 stars,"Awful, no help from support , best thing is they have never replied to one single trustpilot negative review , absolute garbage , avoid at all costs"
Tyler Kephart,Rated 1 out of 5 stars,so dumb i lost my clash of clans account and im stuck trying to log in and it wont send the verify codes to any of my three email so yea thats been my last hour sitting in front of two screens getting nothing done so much fun right =[ been about a week since me first report and nothing happened
DisguisedToast,Rated 1 out of 5 stars,The biggest money grabbing company you will ever find. You will never suceed as F2P on any of their games.
Mr Scalliwag,Rated 1 out of 5 stars,"Supercell suck! Ive been playing for over 5 years now and out of nowhere they ban my account for phishing?! What a load of nonsense! DO NOT waste your time and money on any of their games, there's better things to do in life!"
Kyle Fletcher,Rated 1 out of 5 stars,"Absolutely disgusting support, DO NOT CONTACT THEIR SUPPORT FOR ANYTHING! this company is a wolf in sheeps clothing. They want you to spend money on their games (which i have no problem with) for them to throw you under the bus when you contact their support to help with accounts. For example, COC if you contact their support for anything regarding a new or old account of your they WILL ban you for 'phishing' which is their way of saying f you youve spend hundreds and when you need help im going to leave you with nothing. Don't just take my word for it you can see thousands of people who have had this happen. Not only that they have the audacity to say they care about their players so much so that they don't reply after their initial response of 'your account is banned for phishing' they give you a pre written response then not reply at all. Discusting company!"
Vinch,Rated 1 out of 5 stars,"The greediest gaming company to ever exist, disgusting"
simon Woods,Rated 1 out of 5 stars,Claims they are a Finnish company but are owned by Tencent who are Chinese and are well known for rigging games and employ a support service that is substandard and aims only to frustrate casual gamers. They don’t help when contacted and close chats as they choose not to answer your problems. Th win rate in the game is less than 10% and the matchmaking system is to blame for this as it puts you against players that have a perfect counter and if played enough is 100% shown to be biased towards players of Chinese origin. This company is worse than a plague and shouldn’t be allowed to make games. They are happy to take your money and time but don’t ask for any help as they don’t care. Only 1% of players get any help from them and they give them players free currency and cards to stay at the top and create YouTube videos to promote their game. This is 100% rigged and really shouldn’t be played by anyone.
Zac,Rated 1 out of 5 stars,"I have had 4 accounts and have linked 2 of them and lost all four. They say they will send verification emails and then don’t, and they ignore your request for help. SUPERCELLS SERVICES ARE CRAP"
amp amp,Rated 1 out of 5 stars,"Supercells’ only objective is to get your money.They call it free to play games, however, they use free to players as a prey to paid member. Either you wait for eternity to have a decent game play or invest 1000s of Dollars. If you look at the life cycle of their games, it gets famous but people quickly realize their motive and leave. There are a lot of better other game developers who produce quality games without so much gimmicks.Don’t start with their games as either your bank balance will reduce or you are a prey to paid members."
Yuki G,Rated 1 out of 5 stars,"Supercell did an amazing job making Clash Royale, excellent game! They are killing their own game, they nerf way, and I mean WAY more than they buff, it’s not balanced at all and you can never use a single deck forever with it being as effective as it once was. Supercell’s customer service is very rude, unjust, and unhelpful, they will not help you with anything as they simply don’t care. Do not play their game, it is getting worse and worse over time."
daniel paul,Rated 1 out of 5 stars,"A glitch happened in the game and i contacted there help and support. Followed their instructions, screenshotted etc and sent it to them. They told me it was passed to their escalation team. 2 weeks later still nothing. When i contacted them again they literally said nothing we can do. Poor service. Do not download just a monetized app"
Jamie,Rated 1 out of 5 stars,"I was banned yesterday from clash Royale for 2 days because we had a troll join our clan  (Chinese player) and he was constantly swearing etc he said everyone has corona so I said that’s hypocritical considering where your from and was banned! I’m maxed level13 and also have a near maxed coc account and I now quit from both shi11y games I’ve played since the start, btw the troll hasn’t even been banned but I did as I my comment was deemed racist even though corona DID come from his country and I never called him names etc but he called me a pussy etc and others many times before my comment and the person Was bullying and he had a friend too swearing at people etc. I hope to see you ban your own countrymen as I find it RACIST towards me that I’m the only person that received the ban, I ignored the swearing against me but when they started on the other member who’s an autistic little boy I had to help him!!!"
Brenda J,Rated 1 out of 5 stars,"Dreadful treatment of dedicated players! Update (Hay Day Pop predominantly) slammed everyone back to level one after weeks of playing and building up levels! Even charged in app purchases so players could progress, what a waste of money! Don’t trust them, they’ll take away your progress without a second thought. Total disrespect for players time! Customer service is zero..... avoid any games by this bunch because they really don’t care about their players and you can’t get a cohesive response from them or any explanations. Disgusting!!!"
Jonas,Rated 1 out of 5 stars,N/A
Salim Sadman,Rated 3 out of 5 stars,"Supercell is one of the best companies. But truly one of the best companies isnt doing the right things in its games. Such as in clash of clans the copy layout update has made players to copy each other's base. Due to this everytime when i go to attack in multiplayer battles i see tons of players with the same base. Even in wars some clans use these copied bases. Most of these copied bases they copied is based on good defense, For this it is becoming very tough for me to attack in wars and in multiplayer battles and even my clan is also facing this trouble. This also disrupts the creativity of the players as they copy these bases. Even by copying they reach higher leagues by winning trophies. The same thing is also seen in builder base also. Players like me are also facing the same problem. So if supercell gets to see this,they should disable the copy layout option. If it is done gamers like me will have a peaceful gaming and they will get to enjoy its benefits. Secondly the copied bases of the players who copied the bases should be deleted if possible."
Trent Gallo,Rated 1 out of 5 stars,Just the worst support staff I’ve ever encountered. The way it played out was instead of doing their work or job the kid felt it would be easier just to ban my profile for phishing rather than recover my old profile from 2014. These children suck and to the effect of the fact I would have put real money to work on my old profile. However even with evidence the profile was mine they distribute punishment like a dictatorship. In time I hope online service laws change so I can press charges for my time stolen and my intention defamation.Lazy and stupid. Thanks for a number of full offences on someone only looking to enjoy a product not trying to steal pixels . The evidence is documented on my personal files with supporting people who know it’s my profile
Olegas Ševčenko,Rated 1 out of 5 stars,"BrawlStars.Best way to describe is gold diggers, they changed my name because it was innapropriate in another language so they decided to change to ”Fighter” and not give me instead of giving me a chance to choose another one (how for example League of Legends do), but no after it happened I contacted support and they were very rude to me and I felt offended for the whole week by the attitude they gave me, they told me i need to donate to change my name which is not my fault? If they not happy about my name then let me change dont tell me to pay. And they also refused to fix the issue that I got, after opening the chests for 1 month I didnt get any increase of chance on getting legendary, and they answered if I will send something again on this topic they will put ban me for some time and I will need to wait, all they care is money. By the way, I was at very high high trophies score and I was actually having good talent and had alot of tactics but now I regret all my years I spent on it, they dissapoint me and change my mind of becoming a pro at this game. Hate this company will never forgive them for that. Also if you see this review for second time then just so you know its because I copy paste on every review platform i see because they deserve this."
masterpiece Lacquers,Rated 1 out of 5 stars,I was banned for a week during rewards time. Both times were a month after having issues dealing with in game techs. No ban during the issues then a rewards period comes up and I'm told I was banned. In neither case even when asked could they cite a reason for the ban. They in fact told me they didn't have to tell me the reason why I was banned.
Karnij Vardakas,Rated 1 out of 5 stars,"Clash Royal have the most worst mechanics, first its very unbalanced playing 80 games in a row level 10's are over powered. This game also takes effect on mental health I think I broke 6 knives in my wall with that game. Very unfair system. Then they expect you to spend money cuz everyone else can listen buddy jobs are hard to get. And this game requires too much gold for upgrade. And this game requires less gems in chest so thats gay. I hope Supercell gets shutdown forever their games suck. Its a pay to win, not a game for people to enjoy. Did I mention it takes a toll of wanting to cause suicide or murder thoughts. Very bad for health. I am mentally ILL so I cant change what my feelings are but this game almost made me kill alot of real people. Super unbalanced very unfair, not fun its a pay to win. Please change the game or give me the rights and Ill make it better."
Martin,Rated 1 out of 5 stars,Yet another one star for supercell. My daughter hadn't played clash of clans for some months so she emailed supercell for help. She gave them all her information that they asked for then accused her of a phishing scam and blocked her. Appalling customer care.
Vivex,Rated 2 out of 5 stars,"I dont like because I have just a legendary brwaler and I open two megaboxes and one bigbox, but nothing! Give my Crow at Shop or I dont give you five stars!"
